TS[3]_GOWAWA[0.0;1;NONE;0.0;0.0;2;W-OWA;0.5;0.6]_N_gcp1,AC[2]_GOWAWA[0.2;2;S-OWA;0.6;0.0;2;S-OWA;0.8;0.1]_B_pie,AC[4]_GOWAWA[0.0;1;NONE;0.0;0.0;0;S-OWA;0.0;1.0]_T_pie,TS[3]_Q1_T_eps,GOWAWA[0.8;1;AO2-OWA;1.0;0.0;1;ES2-OWA;0.9;0.0]_F_mw,Class
0.0,8.091502648801887,33.3374,-888.78,84.9033705914654,APP
0.0,9.263272096022572,33.7902,-886.8125,77.95288136838937,APP
0.0,7.528257133350484,31.016800000000003,-888.78,84.9033705914654,APP
0.0,9.263272096022572,32.7156,-886.8125,77.95288136838937,APP
0.0,9.263272096022572,32.7156,-886.8125,73.13960788578025,APP
0.0,8.60327058027794,32.2977,-906.42,75.67125467327254,APP
0.0,8.60327058027794,32.2977,-910.255,73.97304299809562,APP
0.0,7.996907657904854,32.2977,-909.06,75.67125467327254,APP
0.0,8.519118391818925,32.5682,-905.54,76.97061681586774,APP
0.0,7.201756434587193,32.5141,-909.06,75.67125467327254,APP
0.0,8.60327058027794,32.2977,-905.54,75.67125467327254,APP
0.0,8.60327058027794,32.2977,-906.42,75.67125467327254,APP
0.0,8.60327058027794,32.2977,-909.06,75.67125467327254,APP
0.0,8.60327058027794,32.2977,-909.06,76.76963195593608,APP
0.0,8.60327058027794,35.8797,-909.06,70.06904459240252,APP
0.0,7.996907657904854,32.2977,-906.42,75.67125467327254,APP
0.0,7.996907657904854,32.2977,-905.54,75.41974032805231,APP
0.0,8.60327058027794,32.2977,-909.06,71.82905480221804,APP
0.0,8.60327058027794,32.2977,-909.06,77.0265722790157,APP
0.0,8.60327058027794,32.2977,-909.06,74.39611969910462,APP
0.0,8.60327058027794,32.2977,-910.255,76.9564380884074,APP
0.0,8.60327058027794,32.2977,-909.06,76.93740879035516,APP
0.0,8.60327058027794,32.2977,-909.06,75.67125467327254,APP
0.0,0.0,60.794,-979.96,43.43319842161254,APP
0.0,0.0,35.7006,-895.24,37.126373346892265,APP
0.0,0.0,58.2452,-896.54,0.0,APP
0.0,0.0,35.9398,-895.24,52.32189378798219,APP
0.0,0.0,35.640899999999995,-893.94,42.58332241531441,APP
